2060232,2,14097,4,L B FINANCE PLC-PQ156,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,231989,231989,,1001662401,7135,014,29417.00,0,4965016001,001,004,0,,,MILTON HOUSE,115,KOTUGODELLA VEEDIYA,KANDY,,NULL,2011-11-22 00:00:00.000,64,,2011112170560047004536231,1,NULL,0,NULL,NULL,NULL
2060233,2,14097,4,SOFTLOGIC COMMUNICATIONS (PVT)LTD(PV844),0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,238490,238490,,1030009361,7135,089,497154.00,0,0016553001,001,150,0,,,NO 14,DE FONSEKA PLACE,COLOMBO-05,,,NULL,2011-11-22 00:00:00.000,66,,2011112170561507251673160,2,NULL,0,NULL,NULL,NULL
2060234,2,14097,4,DAYA GROUP (PVT) LTD (PV9163),0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,103364,103364,,1100011417,7278,029,108489.17,0,0030005137,001,087,0,,,NO 171 KESBEWA ROAD,BORELESGAMUWA,,,,NULL,2011-11-22 00:00:00.000,65,,2011112170560875048313248,3,NULL,0,NULL,NULL,NULL
2060235,2,14097,4,WESRICH MICRO SYSTEM,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,570013,570013,,1100075458,7135,029,15128.00,0,0000368001,001,153,0,,,145 ST MICHALS ROAD,COL 03,,,,NULL,2011-11-22 00:00:00.000,64,,2011112170561537153598526,4,NULL,0,NULL,NULL,NULL
2060236,2,14097,4,MR JAINUL ABDEEN MOHAMED ASHRAF,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,713982,713982,,1102016166,7010,545,15000.00,0,,001,102,0,,,NO 186/10/A/07,KANDY ROAD,GAMPOLA,,,NULL,2011-11-22 00:00:00.000,64,,2011112170561027110393984,5,NULL,0,NULL,NULL,NULL
2060237,2,14097,4,MR THAVABALAN HARRY PRATHAB,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,46316,46316,,1105015949,7135,340,37800.00,0,0004809001,001,105,0,,,296/2A TRINCO ROAD,BATTICALOA,,,,NULL,2011-11-22 00:00:00.000,66,,2011110870561057105897330,6,Y,14097,NULL,NULL,NULL
2060238,2,14097,4,LOCAL BILLS PURCHASED ACCOUNT,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,925379,925379,,1108001108,7010,028,213195.10,0,0371004993,001,108,0,,,O/A NELLIADY BRANCH,,,,,NULL,2011-11-22 00:00:00.000,65,,2011112170561087108032724,7,NULL,0,NULL,NULL,NULL
2060239,2,14097,4,MR.FRANCISGE DON TURIN PERERA,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,82887,82887,,1120025693,7010,547,6400.00,0,0008413570,001,073,0,,,103 ST JOSEPH~S STREET,COLOMBO 14,,,,NULL,2011-11-22 00:00:00.000,64,,2011112170560737731704427,8,NULL,0,NULL,NULL,NULL
2060240,2,14097,4,MR THENNE HEWAGE PRIYANTHA VIJITH PERERA,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,232401,232401,,1122000869,7287,048,19500.00,0,0963441001,001,122,0,,,DIULGAHAMULAWATTA,KOBEIGANE,,,,NULL,2011-11-22 00:00:00.000,64,,2011112170561227226375661,9,NULL,0,NULL,NULL,NULL
2060241,2,14097,4,MR THENNE HEWAGE PRIYANTHA VIJITH PERERA,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,49900,49900,,1122000869,7010,540,37290.00,0,0009394255,001,122,0,,,DIULGAHAMULAWATTA,KOBEIGANE,,,,NULL,2011-11-22 00:00:00.000,64,,2011112170561227226375685,10,NULL,0,NULL,NULL,NULL
2060242,2,14097,4,MR HARSHA UDAYA KUMARA JAYAWEERA,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,166858,166858,,1124000725,7135,268,7848.00,0,0000137001,001,124,0,,,"UDAYA",GANGASIRIPURA,TISSAMAHARAMA,,,NULL,2011-11-22 00:00:00.000,66,,2011112170561247124176756,11,NULL,0,NULL,NULL,NULL
2060243,2,14097,4,SHINE STAR SUPER SERVICE,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,22360,22360,,1124004444,7010,538,9535.00,0,0003328208,001,124,0,,,GANAGSIRIPURA,DEBARAWEWA,TISSAMAHARAMA,,,NULL,2011-11-22 00:00:00.000,66,,2011112170561247124176796,12,NULL,0,NULL,NULL,NULL
2060244,2,14097,4,NIRUKA CONSTRUCTIONS AND SUPPLIERS,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,10079,10079,,1130057326,7010,006,246875.00,0,0002367153,001,013,0,,,L 47,DEMATAPITIYA JUNCTION,KATUNERIYA,,,NULL,2011-11-22 00:00:00.000,65,,2011112170560137013241189,13,NULL,0,NULL,NULL,NULL
2060245,2,14097,4,S N K DISTRIBUTORS,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,101828,101828,,1130907050,7083,064,105744.40,0,010140214,001,130,0,,,NO 151/1,KADUWELA ROAD,ATHURUGIRIYA,,,NULL,2011-11-22 00:00:00.000,10,,2011112170561305048660239,14,NULL,0,NULL,NULL,NULL
2060246,2,14097,4,LOCAL BILLS PURCHASED,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,171795,171795,,1130940401,7010,018,226837.20,0,0001373063,001,013,0,,,NEGOMBO BRANCH,,,,,NULL,2011-11-22 00:00:00.000,10,,2011112170560137013311758,15,NULL,0,NULL,NULL,NULL
2060247,2,14097,4,LOCAL BILLS PURCHASED ACCOUNT,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,106953,106953,,1154001154,7135,166,21096.98,0,0000048001,001,154,0,,,MANNAR BRANCH,,,,,NULL,2011-11-22 00:00:00.000,66,,2011112170561547154708017,16,NULL,0,NULL,NULL,NULL
2060248,2,14097,4,AGRO CONSOLIDATED (PVT) LIMITED.,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,630530,630530,,1160012848,7135,339,379000.00,0,0000445001,001,021,0,,,NO.16,THALADUWA ROAD,NEGOMBO,,,NULL,2011-11-22 00:00:00.000,64,,2011112170560217021998057,17,NULL,0,NULL,NULL,NULL
2060249,2,14097,4,MR MEERA MOHIDEEN MOHAMED HIJAS,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,816388,816388,,1172000946,7135,065,4704.00,0,0000481001,001,172,0,,,NO 11/1,SUB POST OFFICE ROAD,AKKARAIPATTU 01,,,NULL,2011-11-22 00:00:00.000,64,,2011112170561727172274018,18,NULL,0,NULL,NULL,NULL
2060250,2,14097,4,THE ST JOHN AMBULANCE PRIMARY,0,,2011-11-22 00:00:00.000,2011-11-22 00:00:00.000,10,1,563824,563824,,1175569201,7010,060,34560.00,0,0600203592,001,002,0,,,65/11,SIR CHITHAMPALAM A GARDINER MW,,COLOMBO 02,,NULL,2011-11-22 00:00:00.000,66,,2011112170560025017225049,19,NULL,0,NULL,NULL,NULL
